domain,sentence,feature,sentiment,strength,clean_sentence,clean_feature,aspect,pos_tags,noun_phrases
Diaper Champ,it wasn't much different than putting the diaper in a shopping back and putting it in the regular trash.,ITEM,positive,3,wasnt much different putting diaper shopping back putting regular trash,item,item,was_AUX nt_PART much_ADV different_ADJ putting_VERB diaper_NOUN shopping_NOUN back_ADV putting_VERB regular_ADJ trash_NOUN,"['diaper shopping', 'regular trash']"
Diaper Champ,it wasn't much different than putting the diaper in a shopping back and putting it in the regular trash.,use,positive,2,wasnt much different putting diaper shopping back putting regular trash,use,use,was_AUX nt_PART much_ADV different_ADJ putting_VERB diaper_NOUN shopping_NOUN back_ADV putting_VERB regular_ADJ trash_NOUN,"['diaper shopping', 'regular trash']"
Diaper Champ,it wasn't much different than putting the diaper in a shopping back and putting it in the regular trash.,odor,positive,3,wasnt much different putting diaper shopping back putting regular trash,odor,odor,was_AUX nt_PART much_ADV different_ADJ putting_VERB diaper_NOUN shopping_NOUN back_ADV putting_VERB regular_ADJ trash_NOUN,"['diaper shopping', 'regular trash']"
Diaper Champ,I had no problem with stuck diapers and if I did it wasn't often but I can see how it would happen.,Diaper Champ,positive,3,problem stuck diapers wasnt often see would happen,diaper champ,diaper champ,problem_NOUN stuck_ADJ diapers_NOUN was_AUX nt_PART often_ADV see_VERB would_AUX happen_VERB,['problem stuck diapers']
Diaper Champ,I had no problem with stuck diapers and if I did it wasn't often but I can see how it would happen.,holds,positive,3,problem stuck diapers wasnt often see would happen,holds,holds,problem_NOUN stuck_ADJ diapers_NOUN was_AUX nt_PART often_ADV see_VERB would_AUX happen_VERB,['problem stuck diapers']
Diaper Champ,I had no problem with stuck diapers and if I did it wasn't often but I can see how it would happen.,use,positive,3,problem stuck diapers wasnt often see would happen,use,use,problem_NOUN stuck_ADJ diapers_NOUN was_AUX nt_PART often_ADV see_VERB would_AUX happen_VERB,['problem stuck diapers']
Diaper Champ,I had no problem with stuck diapers and if I did it wasn't often but I can see how it would happen.,empty,positive,3,problem stuck diapers wasnt often see would happen,empty,empty,problem_NOUN stuck_ADJ diapers_NOUN was_AUX nt_PART often_ADV see_VERB would_AUX happen_VERB,['problem stuck diapers']
Diaper Champ,"Just unlock the top, and remove the plastic bag.",garbage bags,positive,3,unlock top remove plastic bag,garbage bags,garbage bags,unlock_ADJ top_ADJ remove_VERB plastic_ADJ bag_NOUN,['plastic bag']
Diaper Champ,"Just unlock the top, and remove the plastic bag.",diaper pail,positive,3,unlock top remove plastic bag,diaper pail,diaper pail,unlock_ADJ top_ADJ remove_VERB plastic_ADJ bag_NOUN,['plastic bag']
Diaper Champ,"She never wore even one- the hospital started me on Huggies, and I never turned back (as a side note- if you do have the patience for cloth diapers, pay the extra $ and go for Kushies; they're beautifully made and work very well from what I've heard).",pail,positive,3,never wore even one hospital started huggies never turned back side note patience cloth diapers pay extra go kushies theyre beautifully made work well ive heard,pail,pail,never_ADV wore_VERB even_ADV one_NUM hospital_NOUN started_VERB huggies_NOUN never_ADV turned_VERB back_ADP side_NOUN note_NOUN patience_NOUN cloth_NOUN diapers_NOUN pay_VERB extra_ADJ go_ADJ kushies_NOUN they_PRON re_AUX beautifully_ADV made_VERB work_NOUN well_INTJ i_PRON ve_AUX heard_VERB,"['even one hospital', 'huggies', 'side note patience cloth diapers', 'extra go kushies', 'they', 'work', 'i']"
Diaper Champ,"She never wore even one- the hospital started me on Huggies, and I never turned back (as a side note- if you do have the patience for cloth diapers, pay the extra $ and go for Kushies; they're beautifully made and work very well from what I've heard).",odor,positive,3,never wore even one hospital started huggies never turned back side note patience cloth diapers pay extra go kushies theyre beautifully made work well ive heard,odor,odor,never_ADV wore_VERB even_ADV one_NUM hospital_NOUN started_VERB huggies_NOUN never_ADV turned_VERB back_ADP side_NOUN note_NOUN patience_NOUN cloth_NOUN diapers_NOUN pay_VERB extra_ADJ go_ADJ kushies_NOUN they_PRON re_AUX beautifully_ADV made_VERB work_NOUN well_INTJ i_PRON ve_AUX heard_VERB,"['even one hospital', 'huggies', 'side note patience cloth diapers', 'extra go kushies', 'they', 'work', 'i']"
Diaper Champ,"She never wore even one- the hospital started me on Huggies, and I never turned back (as a side note- if you do have the patience for cloth diapers, pay the extra $ and go for Kushies; they're beautifully made and work very well from what I've heard).",Opening,negative,1,never wore even one hospital started huggies never turned back side note patience cloth diapers pay extra go kushies theyre beautifully made work well ive heard,opening,opening,never_ADV wore_VERB even_ADV one_NUM hospital_NOUN started_VERB huggies_NOUN never_ADV turned_VERB back_ADP side_NOUN note_NOUN patience_NOUN cloth_NOUN diapers_NOUN pay_VERB extra_ADJ go_ADJ kushies_NOUN they_PRON re_AUX beautifully_ADV made_VERB work_NOUN well_INTJ i_PRON ve_AUX heard_VERB,"['even one hospital', 'huggies', 'side note patience cloth diapers', 'extra go kushies', 'they', 'work', 'i']"
Diaper Champ,"She never wore even one- the hospital started me on Huggies, and I never turned back (as a side note- if you do have the patience for cloth diapers, pay the extra $ and go for Kushies; they're beautifully made and work very well from what I've heard).",refills,positive,3,never wore even one hospital started huggies never turned back side note patience cloth diapers pay extra go kushies theyre beautifully made work well ive heard,refills,refills,never_ADV wore_VERB even_ADV one_NUM hospital_NOUN started_VERB huggies_NOUN never_ADV turned_VERB back_ADP side_NOUN note_NOUN patience_NOUN cloth_NOUN diapers_NOUN pay_VERB extra_ADJ go_ADJ kushies_NOUN they_PRON re_AUX beautifully_ADV made_VERB work_NOUN well_INTJ i_PRON ve_AUX heard_VERB,"['even one hospital', 'huggies', 'side note patience cloth diapers', 'extra go kushies', 'they', 'work', 'i']"
Diaper Champ,"If you have a really sensitive nose, I can suggest buying some scented kitchen trash bags to use with the Diaper Champ- since the odor is contained in the Champ, once you have to open it to empty out the full bag, you're quite often greeted with a rather unpleasant blast of odor, and scented bags help with that.",plunger,negative,1,really sensitive nose suggest buying scented kitchen trash bags use diaper champ since odor contained champ open empty full bag youre quite often greeted rather unpleasant blast odor scented bags help,plunger,plunger,really_ADV sensitive_ADJ nose_NOUN suggest_AUX buying_VERB scented_ADJ kitchen_NOUN trash_NOUN bags_NOUN use_VERB diaper_NOUN champ_NOUN since_SCONJ odor_PROPN contained_VERB champ_NOUN open_ADJ empty_ADJ full_ADJ bag_NOUN you_PRON re_AUX quite_ADV often_ADV greeted_VERB rather_ADV unpleasant_ADJ blast_NOUN odor_ADJ scented_ADJ bags_NOUN help_VERB,"['really sensitive nose', 'scented kitchen trash bags', 'diaper champ', 'odor', 'champ open empty full bag', 'you', 'rather unpleasant blast odor scented bags']"
Diaper Champ,"If you have a really sensitive nose, I can suggest buying some scented kitchen trash bags to use with the Diaper Champ- since the odor is contained in the Champ, once you have to open it to empty out the full bag, you're quite often greeted with a rather unpleasant blast of odor, and scented bags help with that.",emptying,positive,1,really sensitive nose suggest buying scented kitchen trash bags use diaper champ since odor contained champ open empty full bag youre quite often greeted rather unpleasant blast odor scented bags help,emptying,emptying,really_ADV sensitive_ADJ nose_NOUN suggest_AUX buying_VERB scented_ADJ kitchen_NOUN trash_NOUN bags_NOUN use_VERB diaper_NOUN champ_NOUN since_SCONJ odor_PROPN contained_VERB champ_NOUN open_ADJ empty_ADJ full_ADJ bag_NOUN you_PRON re_AUX quite_ADV often_ADV greeted_VERB rather_ADV unpleasant_ADJ blast_NOUN odor_ADJ scented_ADJ bags_NOUN help_VERB,"['really sensitive nose', 'scented kitchen trash bags', 'diaper champ', 'odor', 'champ open empty full bag', 'you', 'rather unpleasant blast odor scented bags']"
Diaper Champ,"If you have a really sensitive nose, I can suggest buying some scented kitchen trash bags to use with the Diaper Champ- since the odor is contained in the Champ, once you have to open it to empty out the full bag, you're quite often greeted with a rather unpleasant blast of odor, and scented bags help with that.",gift,positive,3,really sensitive nose suggest buying scented kitchen trash bags use diaper champ since odor contained champ open empty full bag youre quite often greeted rather unpleasant blast odor scented bags help,gift,gift,really_ADV sensitive_ADJ nose_NOUN suggest_AUX buying_VERB scented_ADJ kitchen_NOUN trash_NOUN bags_NOUN use_VERB diaper_NOUN champ_NOUN since_SCONJ odor_PROPN contained_VERB champ_NOUN open_ADJ empty_ADJ full_ADJ bag_NOUN you_PRON re_AUX quite_ADV often_ADV greeted_VERB rather_ADV unpleasant_ADJ blast_NOUN odor_ADJ scented_ADJ bags_NOUN help_VERB,"['really sensitive nose', 'scented kitchen trash bags', 'diaper champ', 'odor', 'champ open empty full bag', 'you', 'rather unpleasant blast odor scented bags']"
Diaper Champ,It's certainly not worth the money or the upkeep.,Champ,positive,3,certainly worth money upkeep,champ,champ,certainly_ADV worth_ADJ money_NOUN upkeep_NOUN,[]
Diaper Champ,It lives up to its name.,product,positive,3,lives name,product,product,lives_VERB name_NOUN,[]
Diaper Champ,It lives up to its name.,dispose,positive,3,lives name,dispose,dispose,lives_VERB name_NOUN,[]
Diaper Champ,It lives up to its name.,trash bags,positive,3,lives name,trash bags,trash bags,lives_VERB name_NOUN,[]
Diaper Champ,It lives up to its name.,refills,positive,3,lives name,refills,refills,lives_VERB name_NOUN,[]
Diaper Champ,It lives up to its name.,product,positive,3,lives name,product,product,lives_VERB name_NOUN,[]
Diaper Champ,Here's what we love about this pail.,holds,positive,3,heres love pail,holds,holds,heres_NOUN love_VERB pail_NOUN,"['heres', 'pail']"
Diaper Champ,Here's what we love about this pail.,trash bags,positive,3,heres love pail,trash bags,trash bags,heres_NOUN love_VERB pail_NOUN,"['heres', 'pail']"
Diaper Champ,Here's what we love about this pail.,odor,positive,3,heres love pail,odor,odor,heres_NOUN love_VERB pail_NOUN,"['heres', 'pail']"
Diaper Champ,Here's what we love about this pail.,use,positive,3,heres love pail,use,use,heres_NOUN love_VERB pail_NOUN,"['heres', 'pail']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,Diaper Champ,positive,3,spraying inside container letting air periodically definitely helps,diaper champ,diaper champ,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,holds,positive,3,spraying inside container letting air periodically definitely helps,holds,holds,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,trash bags,positive,3,spraying inside container letting air periodically definitely helps,trash bags,trash bags,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,opening,negative,1,spraying inside container letting air periodically definitely helps,opening,opening,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,works,positive,2,spraying inside container letting air periodically definitely helps,works,works,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,Spraying down the inside of the container (and letting it air out) periodically definitely helps.,diaper champ,positive,3,spraying inside container letting air periodically definitely helps,diaper champ,diaper champ,spraying_VERB inside_ADP container_NOUN letting_VERB air_NOUN periodically_ADV definitely_ADV helps_VERB,"['container', 'air']"
Diaper Champ,I hesitated and wondered what I REALLY needed for the nursery.,purchases,positive,3,hesitated wondered really needed nursery,purchases,purchases,hesitated_PROPN wondered_VERB really_ADV needed_VERB nursery_NOUN,"['hesitated', 'really needed nursery']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",product,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,product,product,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",use,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,use,use,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",effective,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,effective,effective,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",champ,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,champ,champ,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",champ,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,champ,champ,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",odor,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,odor,odor,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",pail,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,pail,pail,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",smell,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,smell,smell,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",ease of use,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,ease of use,ease of use,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,"The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.",garbage bags,positive,3,champ baby bjorn fluerville diaper bag graco pack play bassinet vie best baby purchase,garbage bags,garbage bags,champ_NOUN baby_NOUN bjorn_NOUN fluerville_NOUN diaper_NOUN bag_NOUN graco_PROPN pack_PROPN play_VERB bassinet_PROPN vie_NOUN best_ADJ baby_NOUN purchase_NOUN,"['champ baby bjorn fluerville diaper bag graco pack', 'bassinet vie', 'best baby purchase']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,diaper pail,negative,2,child goes solid foods beware,diaper pail,diaper pail,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,diaper pail,negative,2,child goes solid foods beware,diaper pail,diaper pail,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,diaper pail,positive,3,child goes solid foods beware,diaper pail,diaper pail,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,diaper pail,negative,2,child goes solid foods beware,diaper pail,diaper pail,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,diaper pail,positive,2,child goes solid foods beware,diaper pail,diaper pail,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,odor,negative,2,child goes solid foods beware,odor,odor,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,Once your child goes on to solid foods BEWARE!,odor,positive,1,child goes solid foods beware,odor,odor,child_NOUN goes_VERB solid_ADJ foods_NOUN beware_VERB,"['child', 'solid foods']"
Diaper Champ,"Bottom line if you buy this for your newborn, it is fine.",odor,negative,1,bottom line buy newborn fine,odor,odor,bottom_ADJ line_NOUN buy_VERB newborn_ADJ fine_ADJ,['bottom line']
Diaper Champ,Every time!,diaper champ,positive,3,every time,diaper champ,diaper champ,every_DET time_NOUN,['every time']
Diaper Champ,I can honestly speak to its worth!,Champ,positive,3,honestly speak worth,champ,champ,honestly_ADV speak_VERB worth_ADJ,[]
Diaper Champ,I can honestly speak to its worth!,use,positive,3,honestly speak worth,use,use,honestly_ADV speak_VERB worth_ADJ,[]
Diaper Champ,"For diaper disposal, you had to push a button and the lid would or would not pop open.",Champ,positive,2,diaper disposal push button lid would would pop open,champ,champ,diaper_NOUN disposal_NOUN push_NOUN button_NOUN lid_NOUN would_AUX would_AUX pop_VERB open_ADJ,['diaper disposal push button lid']
Diaper Champ,"For diaper disposal, you had to push a button and the lid would or would not pop open.",dispose,positive,2,diaper disposal push button lid would would pop open,dispose,dispose,diaper_NOUN disposal_NOUN push_NOUN button_NOUN lid_NOUN would_AUX would_AUX pop_VERB open_ADJ,['diaper disposal push button lid']
Diaper Champ,The Champ also has hinges for you to place a new bag.,store bags,positive,3,champ also hinges place new bag,store bags,store bags,champ_NOUN also_ADV hinges_VERB place_VERB new_ADJ bag_NOUN,"['champ', 'new bag']"
Diaper Champ,The Champ also has hinges for you to place a new bag.,Champ,positive,3,champ also hinges place new bag,champ,champ,champ_NOUN also_ADV hinges_VERB place_VERB new_ADJ bag_NOUN,"['champ', 'new bag']"
Diaper Champ,The Champ gives you peace of mind and wallet.,Champ,positive,3,champ gives peace mind wallet,champ,champ,champ_NOUN gives_VERB peace_NOUN mind_NOUN wallet_NOUN,"['champ', 'peace mind wallet']"
Diaper Champ,The Champ gives you peace of mind and wallet.,Champ,positive,2,champ gives peace mind wallet,champ,champ,champ_NOUN gives_VERB peace_NOUN mind_NOUN wallet_NOUN,"['champ', 'peace mind wallet']"
Diaper Champ,If you have only one child the Champ may last you until the child is out of diapers.,other pail,negative,2,one child champ may last child diapers,other pail,other pail,one_NUM child_NOUN champ_NOUN may_AUX last_ADJ child_NOUN diapers_NOUN,['one child champ']
Diaper Champ,If you have only one child the Champ may last you until the child is out of diapers.,Champ,positive,3,one child champ may last child diapers,champ,champ,one_NUM child_NOUN champ_NOUN may_AUX last_ADJ child_NOUN diapers_NOUN,['one child champ']
Diaper Champ,There probably isn't a pail out on the market that doesn't get smelly after a while.,Champ,positive,3,probably isnt pail market doesnt get smelly,champ,champ,probably_ADV is_AUX nt_PART pail_ADJ market_NOUN does_AUX nt_PART get_VERB smelly_ADV,['pail market']
Diaper Champ,I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.,odor,positive,3,noticed odor one time close thelid changed bag,odor,odor,noticed_VERB odor_NOUN one_NUM time_NOUN close_ADV thelid_ADV changed_VERB bag_NOUN,['odor']
Diaper Champ,I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.,empty,positive,3,noticed odor one time close thelid changed bag,empty,empty,noticed_VERB odor_NOUN one_NUM time_NOUN close_ADV thelid_ADV changed_VERB bag_NOUN,['odor']
Diaper Champ,I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.,noise,positive,3,noticed odor one time close thelid changed bag,noise,noise,noticed_VERB odor_NOUN one_NUM time_NOUN close_ADV thelid_ADV changed_VERB bag_NOUN,['odor']
Diaper Champ,I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.,smell,positive,3,noticed odor one time close thelid changed bag,smell,smell,noticed_VERB odor_NOUN one_NUM time_NOUN close_ADV thelid_ADV changed_VERB bag_NOUN,['odor']
Diaper Champ,I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.,space,positive,3,noticed odor one time close thelid changed bag,space,memory,noticed_VERB odor_NOUN one_NUM time_NOUN close_ADV thelid_ADV changed_VERB bag_NOUN,['odor']
Diaper Champ,"We read the reviews on and saw that people liked it much better then the Diaper Genie, but I'm not 100% sure.",top loader,negative,2,read reviews saw people liked much better diaper genie im 100 sure,top loader,top loader,read_VERB reviews_NOUN saw_VERB people_NOUN liked_VERB much_ADV better_ADJ diaper_NOUN genie_NOUN i_PRON m_VERB 100_NUM sure_ADJ,"['reviews', 'people', 'much better diaper genie', 'i']"
Diaper Champ,"We read the reviews on and saw that people liked it much better then the Diaper Genie, but I'm not 100% sure.",Diaper Champ,negative,2,read reviews saw people liked much better diaper genie im 100 sure,diaper champ,diaper champ,read_VERB reviews_NOUN saw_VERB people_NOUN liked_VERB much_ADV better_ADJ diaper_NOUN genie_NOUN i_PRON m_VERB 100_NUM sure_ADJ,"['reviews', 'people', 'much better diaper genie', 'i']"
Diaper Champ,"We read the reviews on and saw that people liked it much better then the Diaper Genie, but I'm not 100% sure.",diaper wipes,negative,2,read reviews saw people liked much better diaper genie im 100 sure,diaper wipes,diaper wipes,read_VERB reviews_NOUN saw_VERB people_NOUN liked_VERB much_ADV better_ADJ diaper_NOUN genie_NOUN i_PRON m_VERB 100_NUM sure_ADJ,"['reviews', 'people', 'much better diaper genie', 'i']"
Diaper Champ,I had to go and pull the crumpled foam out just so we could turn the lid.,Diaper Champ,positive,1,go pull crumpled foam could turn lid,diaper champ,diaper champ,go_VERB pull_VERB crumpled_ADJ foam_NOUN could_AUX turn_VERB lid_ADJ,['crumpled foam']
Diaper Champ,I had to go and pull the crumpled foam out just so we could turn the lid.,diapers,positive,3,go pull crumpled foam could turn lid,diapers,diapers,go_VERB pull_VERB crumpled_ADJ foam_NOUN could_AUX turn_VERB lid_ADJ,['crumpled foam']
Diaper Champ,I had to go and pull the crumpled foam out just so we could turn the lid.,refills,positive,3,go pull crumpled foam could turn lid,refills,refills,go_VERB pull_VERB crumpled_ADJ foam_NOUN could_AUX turn_VERB lid_ADJ,['crumpled foam']
Diaper Champ,I had to go and pull the crumpled foam out just so we could turn the lid.,smell,positive,2,go pull crumpled foam could turn lid,smell,smell,go_VERB pull_VERB crumpled_ADJ foam_NOUN could_AUX turn_VERB lid_ADJ,['crumpled foam']
Diaper Champ,She said her sister had the Diaper Champ and that it took regular garbage bags and worked just as well.,Diaper Champ,positive,3,said sister diaper champ took regular garbage bags worked well,diaper champ,diaper champ,said_VERB sister_NOUN diaper_PROPN champ_PROPN took_VERB regular_ADJ garbage_NOUN bags_NOUN worked_VERB well_ADV,"['sister diaper champ', 'regular garbage bags']"
Diaper Champ,She said her sister had the Diaper Champ and that it took regular garbage bags and worked just as well.,operate,positive,3,said sister diaper champ took regular garbage bags worked well,operate,operate,said_VERB sister_NOUN diaper_PROPN champ_PROPN took_VERB regular_ADJ garbage_NOUN bags_NOUN worked_VERB well_ADV,"['sister diaper champ', 'regular garbage bags']"
Diaper Champ,It takes garage bags that we use elsewhere in the abode.,Diaper Champ,positive,3,takes garage bags use elsewhere abode,diaper champ,diaper champ,takes_VERB garage_NOUN bags_NOUN use_NOUN elsewhere_ADV abode_NOUN,['garage bags use']
Diaper Champ,It takes garage bags that we use elsewhere in the abode.,clean,positive,3,takes garage bags use elsewhere abode,clean,clean,takes_VERB garage_NOUN bags_NOUN use_NOUN elsewhere_ADV abode_NOUN,['garage bags use']
Diaper Champ,It takes garage bags that we use elsewhere in the abode.,diaper,positive,3,takes garage bags use elsewhere abode,diaper,diaper,takes_VERB garage_NOUN bags_NOUN use_NOUN elsewhere_ADV abode_NOUN,['garage bags use']
Diaper Champ,I am very pleased with our choice.,diaper pail,positive,3,pleased choice,diaper pail,diaper pail,pleased_ADJ choice_NOUN,['pleased choice']
Diaper Champ,I am very pleased with our choice.,use,positive,3,pleased choice,use,use,pleased_ADJ choice_NOUN,['pleased choice']
Diaper Champ,I am very pleased with our choice.,refills,positive,3,pleased choice,refills,refills,pleased_ADJ choice_NOUN,['pleased choice']
Diaper Champ,I am very pleased with our choice.,diaper pail,positive,3,pleased choice,diaper pail,diaper pail,pleased_ADJ choice_NOUN,['pleased choice']
Diaper Champ,I am very pleased with our choice.,space,positive,2,pleased choice,space,memory,pleased_ADJ choice_NOUN,['pleased choice']
Diaper Champ,We have both a Diaper Champ and a Diaper Genie.,Champ,positive,3,diaper champ diaper genie,champ,champ,diaper_PROPN champ_PROPN diaper_NOUN genie_PROPN,['diaper champ diaper genie']
Diaper Champ,We have both a Diaper Champ and a Diaper Genie.,cost effective,positive,3,diaper champ diaper genie,cost effective,cost effective,diaper_PROPN champ_PROPN diaper_NOUN genie_PROPN,['diaper champ diaper genie']
Diaper Champ,We have both a Diaper Champ and a Diaper Genie.,use,positive,3,diaper champ diaper genie,use,use,diaper_PROPN champ_PROPN diaper_NOUN genie_PROPN,['diaper champ diaper genie']
Diaper Champ,We have both a Diaper Champ and a Diaper Genie.,capacity,positive,3,diaper champ diaper genie,capacity,capacity,diaper_PROPN champ_PROPN diaper_NOUN genie_PROPN,['diaper champ diaper genie']
Diaper Champ,Only problem.,unit,negative,2,problem,unit,unit,problem_NOUN,['problem']
Diaper Champ,Only problem.,pluger,negative,2,problem,pluger,pluger,problem_NOUN,['problem']
Diaper Champ,Only problem.,item,negative,1,problem,item,item,problem_NOUN,['problem']
Diaper Champ,Only problem.,diapers,negative,2,problem,diapers,diapers,problem_NOUN,['problem']
Diaper Champ,Only problem.,product,negative,2,problem,product,product,problem_NOUN,['problem']
Diaper Champ,Only problem.,Diaper Champ,negative,1,problem,diaper champ,diaper champ,problem_NOUN,['problem']
Diaper Champ,Only problem.,diaper champ,positive,1,problem,diaper champ,diaper champ,problem_NOUN,['problem']
Diaper Champ,Only problem.,works,positive,3,problem,works,works,problem_NOUN,['problem']
Diaper Champ,Only problem.,smell,positive,3,problem,smell,smell,problem_NOUN,['problem']
Diaper Champ,Only problem.,works,positive,2,problem,works,works,problem_NOUN,['problem']
